,Country,Regional Indicator,Population density (people per sq. km of land area),GDP per capita (current US$),"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Forest area (% of land area),Consumer price index (2010 = 100),Life expectancy at birth (years),Mean years of schooling (years),Gender Development Index (GDI),"Unemployment, total (% of labour force)","Carbon dioxide emissions, production emissions per capita (tonnes)",Healthy life expectancy (HALE) at birth (years),Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%),Age-standardized suicide rates (per 100 000 population),"Person held per 100,000 population",Happiness Index
106,Bangladesh,South Asia,1239.68222836803,1705.87999787619,60.8457845768598,14.468771606360898,170.35684134824533,72.32066666666667,6.114333333333334,0.8983333333333333,4.281,0.5125,64.29505,2.3099999999999996,3.76,53.70835404300001,4.832799911
107,Gabon,Sub-Saharan Africa,8.223263605904188,7652.146244404344,44.3855484644179,91.41289245934722,118.85291515733768,66.16533333333334,8.478,0.9153333333333333,19.931,2.5505,57.56165,2.7649999999999997,13.507399999999999,187.062352414,4.829299927
108,South Africa,Sub-Saharan Africa,47.63607481720237,6773.59904164809,25.1022049863671,14.115102754123766,152.53816116435934,63.84166666666666,10.212333333333333,0.9833333333333334,27.390666666666664,8.104,56.15329,8.18,24.570933333333333,280.668619837,4.814099789
109,Iraq,Middle East and North Africa,88.52702582341306,5627.310217035367,61.6362357139826,1.9003611837983303,119.63141820433499,70.44933333333333,7.226333333333333,0.7726666666666667,12.901333333333332,5.151,62.65887,4.12,4.930000000000001,,4.784800053
110,Lebanon,Middle East and North Africa,669.0938416422287,7818.740458400481,30.6211105076066,13.893450635386133,125.084933681701,78.87933333333334,8.706333333333333,0.8929999999999999,6.198999999999999,3.5305,65.96324,8.399999999999999,2.76,95.68179827300001,4.771500111
111,Burkina Faso,Sub-Saharan Africa,72.20526924951267,778.5373375365734,42.9355925055958,23.086257309941498,110.05677011453467,61.174,1.5863333333333334,0.8686666666666666,6.191333333333334,0.1965,54.86125,6.27,14.6374,39.551486548,4.768700123
112,Gambia,Sub-Saharan Africa,225.35204216073768,728.173904418985,33.9826385538147,25.1123188405797,161.79022661648602,61.74166666666667,3.794,0.8416666666666667,9.072999999999999,0.2665,57.03974,3.215,9.696666666666667,,4.750599861
113,Mali,Sub-Saharan Africa,15.639151006537233,867.956493052688,38.5266061638458,10.896663634352,109.83826433363868,58.885,2.332333333333333,0.8130000000000001,7.221333333333334,0.1865,54.62648,3.9899999999999998,7.993333333333333,,4.729300022
114,Nigeria,Sub-Saharan Africa,215.09694544176898,2075.40086632472,71.7981743753326,24.1043842023782,240.6288511509903,54.324000000000005,6.532666666666667,0.876,8.242666666666667,0.6465000000000001,54.39335,3.825,6.96,38.105858843,4.724100113
115,Armenia,Commonwealth of Independent States,103.66769699098467,4246.571499571786,32.5281183420597,11.5521601685985,126.90719620110667,74.944,11.302,0.9793333333333333,17.396999999999995,1.7934999999999999,67.11749,10.195,2.2466666666666666,90.64539646166666,4.676799774
116,Georgia,Commonwealth of Independent States,65.16856199773723,4592.590790384594,22.1960546181194,40.6159159591308,128.40727222222233,73.59466666666667,12.921,0.9793333333333333,14.040666666666667,2.6479999999999997,64.67918,7.085,7.8566666666666665,238.13042330633334,4.672599792
117,Iran,Middle East and North Africa,50.21979604116016,4077.8069963139665,38.9787602813703,6.586010216360914,426.128125765574,76.47666666666667,10.169666666666666,0.8686666666666666,11.840666666666666,8.655000000000001,66.25681,8.66,5.473333333333333,268.8145283966667,4.672399998
118,Jordan,Middle East and North Africa,112.08552601937367,4315.0521543949835,33.0060811782318,1.09822031989187,123.196203712128,74.409,10.452,0.8736666666666667,14.929666666666668,2.4435000000000002,67.60002,7.955,1.93,160.43589513,4.633399963
119,Mozambique,Sub-Saharan Africa,37.51835796095187,490.45821945825793,21.2986954591341,47.3040506286189,176.80039100714268,60.10733333333334,3.5056666666666665,0.9066666666666667,3.262,0.2805,50.35741,8.155000000000001,23.156966666666666,63.475142771,4.623600006
120,Kenya,Sub-Saharan Africa,90.30448454393176,1780.0767528810566,28.5783742715702,6.327505827505827,180.9697885923513,66.31700000000001,6.534666666666666,0.9296666666666668,2.6573333333333333,0.36,57.67739,5.005,10.879100000000001,101.17694323633333,4.583000183
121,Namibia,Sub-Saharan Africa,2.97402170964464,5321.731147493771,25.3587653984573,8.236368715762369,152.09988377162233,63.368,6.94,1.008,20.57466666666667,1.7515,56.05523,8.12,14.158366666666666,,4.571100235
122,Ukraine,Commonwealth of Independent States,77.00356394317174,3133.3520551895267,20.3097758188675,16.703871492705535,259.34221146085537,71.95433333333334,11.405666666666667,1.0,9.063666666666665,5.052,64.30415,7.574999999999999,17.554100000000002,126.77271178999999,4.56069994
123,Liberia,Sub-Saharan Africa,50.03659330011076,701.230513884546,17.9841124551525,79.7130398671096,201.85440552573152,63.708333333333336,4.7139999999999995,0.8913333333333333,2.9166666666666665,0.3215,54.91364,7.45,7.45,48.681474496,4.557899952
124,Palestinian Territories,Middle East and North Africa,,,,,,,,,,,,,,22.774764189499997,4.552800179
125,Uganda,Sub-Saharan Africa,213.054736019682,772.0057571352007,50.4943213226178,12.070649644258268,169.19777310487066,62.953,6.029333333333334,0.8663333333333334,1.7939999999999998,0.136,58.20736,6.51,10.345866666666666,121.44287704199999,4.43200016
126,Chad,Sub-Saharan Africa,12.293882359169865,700.5466450407603,66.0292054967769,3.60228716645489,116.844239082514,53.976333333333336,2.4676666666666667,0.77,1.859,0.066,52.01738,4.25,13.519066666666667,56.209793038,4.422699928
127,Tunisia,Middle East and North Africa,74.43649588053553,3647.7746940596667,37.6559937453942,4.50354016477858,145.50106067719867,76.505,7.188,0.8993333333333333,15.62,2.698,66.89014,7.275,3.0933333333333333,194.587105893,4.392199993
128,Mauritania,Sub-Saharan Africa,4.272692345008246,1667.0394429057033,47.4229917763898,0.31409074738850634,131.69340873875998,64.69933333333334,4.614,0.859,9.529666666666666,0.601,59.7632,4.54,5.423333333333333,,4.374599934
129,Sri Lanka,South Asia,349.7292577359237,3996.1725578661667,11.0996172423996,34.2526913952643,150.94832690274833,76.81333333333333,10.612,0.9436666666666667,4.165666666666667,1.13,67.04655,3.785,13.268766666666666,97.49134207,4.327000141
130,Congo (Kinshasa),Sub-Saharan Africa,37.090407504613175,536.1994868702717,44.9092635986842,56.6189497364416,,60.358000000000004,6.759333333333333,0.8473333333333333,4.233999999999999,0.024,54.09277,3.73,12.280299999999999,,4.31099987
131,Swaziland,Sub-Saharan Africa,66.0700581395349,3978.6518779407033,17.1687873115117,28.787209302325603,161.51582220139497,59.303333333333335,6.819333333333334,0.9946666666666667,22.327333333333332,1.0659999999999998,50.05663,6.725,41.165366666666664,303.887970683,4.308100224
132,Myanmar,Southeast Asia,82.28080546577003,1224.1332426019499,35.5574529190767,44.6135970220132,155.77768226421531,66.85166666666667,4.993666666666666,0.9543333333333331,1.5406666666666666,0.483,60.85162,4.9399999999999995,3.0066666666666664,160.26774201400002,4.308000088
133,Comoros,Sub-Saharan Africa,447.2690309869243,1384.5492060747667,20.5468245996681,18.160487193265265,,64.11666666666666,4.994,0.89,4.337666666666666,0.2615,58.9462,4.62,8.506666666666668,25.2501758845,4.288599968
134,Togo,Sub-Saharan Africa,145.06300177728733,875.2069158906834,35.7313356081261,22.342158485015602,112.45086136611867,60.763,4.841666666666666,0.8243333333333333,2.081,0.432,56.18783,6.095,15.028233333333333,63.938334043,4.187200069
135,Ethiopia,Sub-Saharan Africa,96.72802357010126,798.602922321902,38.9787377576037,15.243600554654668,278.7831908940793,66.23733333333332,2.824333333333333,0.843,2.092,0.137,59.89373,3.4,9.540000000000001,,4.186200142
136,Madagascar,Sub-Saharan Africa,45.148464535350065,520.7429396881003,22.5422828750867,21.409837286581865,173.18281242592835,66.67733333333335,6.115333333333332,0.9496666666666665,1.7240000000000002,0.163,57.31128,5.15,9.25,88.473691577,4.165599823
137,Egypt,Middle East and North Africa,98.86793845329596,2666.8359518993534,86.9994520503272,0.0451855944547692,261.3473150622406,71.82366666666667,7.3260000000000005,0.8823333333333334,11.363,2.442,62.96765,5.29,3.39,,4.151400089
138,Sierra Leone,Sub-Saharan Africa,105.99327145100233,517.476221620452,21.6259466795766,35.665558326406234,204.63565779321002,54.30133333333333,3.6,0.8816666666666667,4.448333333333333,0.14,52.91975,16.34,11.129733333333334,59.7085984145,3.926399946
139,Burundi,Sub-Saharan Africa,435.26695223260634,240.2744701094317,38.8962679482295,10.8894080996885,184.72218497237031,61.241666666666674,3.1270000000000002,0.9966666666666667,1.454,0.047,55.58415,7.63,12.299533333333335,95.76744811200001,3.775300026
140,Zambia,Sub-Saharan Africa,23.346361936533967,1452.1886586810967,27.438034758712,60.78970213033086,195.922758904039,63.480999999999995,7.104,0.972,11.517000000000001,0.3025,54.40409,4.665,15.666300000000001,134.68085415,3.759399891
141,Haiti,Latin America and Caribbean,403.5876753749397,1387.0600656355434,15.0198243767223,12.827285921625531,183.837536034143,63.65,5.541999999999999,0.8770000000000001,13.702666666666666,0.2705,55.80462,7.885,11.3307,80.3631703945,3.720799923
142,Lesotho,Sub-Saharan Africa,69.44582784365393,1136.2669567442601,28.0286535158261,1.13702239789196,148.49382251891234,53.660666666666664,6.443666666666666,1.0173333333333332,23.83666666666667,1.2965,44.24282,9.114999999999998,92.28126666666667,,3.652800083
143,India,South Asia,454.92516096628,2026.1111892779866,90.8732104688993,24.091026809588367,166.63260825102032,69.41366666666667,6.468,0.8183333333333332,5.367999999999999,1.8984999999999999,60.33404,3.54,12.756233333333332,34.38351188066667,3.573299885
144,Malawi,Sub-Saharan Africa,192.48393791542935,547.5257064621393,23.5659214726087,24.668010182435296,380.36241749720335,63.778999999999996,4.63,0.9453333333333335,5.660666666666667,0.076,57.05909,9.485,11.097533333333333,80.2505324965,3.538000107
145,Yemen,Middle East and North Africa,53.97744568820196,861.205026055306,50.4560068932715,1.03983180862549,,66.104,3.1333333333333333,0.48633333333333334,13.021333333333333,0.3595,57.53111,,7.003333333333333,,3.527400017
146,Botswana,Sub-Saharan Africa,3.9777001393961835,7334.344983721553,23.094386181065,27.334533199230666,145.536666704867,69.22566666666667,9.431,0.996,17.683666666666667,3.046,53.88674,5.99,21.532733333333336,196.954662787,3.478899956
147,Tanzania,Sub-Saharan Africa,63.58818770226537,1044.5434026512032,29.0766405124356,52.70151275683,181.207484909569,64.98466666666667,6.045999999999999,0.945,2.001,0.222,58.46004,3.635,8.113333333333332,,3.476200104
148,Central African Republic,Sub-Saharan Africa,7.494931351461257,464.9208346670527,56.8284973827312,35.8968185174484,148.35707909878698,52.775,4.273333333333333,0.7993333333333333,3.6946666666666665,0.0645,46.37131,8.83,24.115233333333332,,3.475899935
149,Rwanda,Sub-Saharan Africa,498.7145926226187,792.034480173107,43.2102171630293,11.106607215241167,147.956300569408,68.687,4.346666666666667,0.9349999999999999,1.0366666666666668,0.091,60.20512,7.234999999999999,9.53,509.141170657,3.312299967
150,Zimbabwe,Sub-Saharan Africa,37.32789108612297,1268.85731793123,22.2516710932407,45.332092542329065,111.110312095498,61.165666666666674,8.395666666666665,0.9283333333333333,5.0696666666666665,0.847,53.06544,5.29,24.4492,137.118413104,3.299200058
151,South Sudan,Sub-Saharan Africa,17.379896698496037,,45.5775055664158,11.325559822191067,9581.35461545829,57.60633333333333,4.832666666666667,0.8410000000000001,12.276000000000002,0.1685,53.65878,7.385,6.583333333333333,,2.816600084
152,Afghanistan,South Asia,56.93399810066477,498.8425436087934,56.9108083545081,1.8509940875532298,147.34306616794467,64.48199999999999,3.8800000000000003,0.66,11.119666666666667,0.2505,53.94961,10.59,5.94,82.718352993,2.566900015
